pref,year,emp.rate,cap.rate,age,age.hus,emp.rate.hus,urate,nuc.rate,numhh,hh.type
福岡県,2005,0.487414384,0.337925671,32.86279966,35.21832192,0.954238014,0.074007144,0.869032581,23360,3ge
佐賀県,2005,0.585289958,0.39175026,32.77887789,35.0660066,0.972748703,0.05725343,0.661664092,10605,3ge
長崎県,2005,0.591455011,0.390326497,32.99527466,35.34711557,0.965544399,0.064814675,0.799246104,10158,3ge
熊本県,2005,0.621257989,0.442971038,32.57652203,34.8822738,0.964345779,0.059275471,0.766359047,14865,3ge
大分県,2005,0.534625207,0.328473302,32.93285264,35.39942917,0.964097942,0.061091584,0.837538226,6657,3ge
宮崎県,2005,0.602387322,0.44154968,31.97633258,34.58489401,0.953282568,0.061331096,0.877679077,4859,3ge
鹿児島県,2005,0.512733001,0.321401723,32.10895248,34.97322132,0.939616697,0.068715221,0.93517901,3809,3ge
沖縄県,2005,0.43457383,0.272539091,31.6544332,34.27062253,0.861773281,0.118537577,0.899493654,5831,3ge
北海道,2010,0.515518362,0.272432146,32.88154046,35.20604485,0.939795255,0.071196347,0.923047402,12308,3ge
青森県,2010,0.621087176,0.539291978,33.04299899,35.25437563,0.949259509,0.089777818,0.695339688,11884,3ge
岩手県,2010,0.627850343,0.430675234,32.96007675,35.13851376,0.960076747,0.070700335,0.659438807,13551,3ge
宮城県,2010,0.536886652,0.240375008,32.87384193,34.98152808,0.946071143,0.077856174,0.77856109,17486,3ge
秋田県,2010,0.683820032,0.499896602,33.23418625,35.25739561,0.964044516,0.069772688,0.643672373,10513,3ge
山形県,2010,0.713815365,0.377287954,33.22207876,35.27211104,0.970432537,0.057902551,0.575070744,15490,3ge
福島県,2010,0.587322184,0.270747736,32.6557574,34.83905229,0.949634756,0.071468607,0.683572233,20808,3ge
茨城県,2010,0.490441839,0.291099654,32.99391344,35.14021641,0.947520289,0.066823972,0.779610825,22180,3ge
栃木県,2010,0.506584836,0.293542651,33.12933129,35.20483314,0.952180028,0.06284821,0.776229082,15642,3ge
群馬県,2010,0.499696576,0.405201808,33.54096229,35.77459905,0.956913741,0.063290292,0.83324624,11535,3ge
埼玉県,2010,0.403623716,0.218501485,33.90730405,36.39779989,0.937757826,0.062960726,0.902379811,24726,3ge
千葉県,2010,0.439293992,0.241698522,33.55776431,35.94923337,0.934524871,0.061436289,0.895805829,22436,3ge
東京都,2010,0.39019983,0.292081916,34.65731293,37.4780506,0.834183673,0.058698947,0.952657255,18816,3ge
神奈川県,2010,0.375286407,0.202679578,34.25768636,36.89502851,0.921457878,0.057555806,0.941761088,18767,3ge
新潟県,2010,0.650324867,0.559268658,33.49379799,35.58771412,0.972908053,0.055050612,0.663179064,25395,3ge
富山県,2010,0.668555241,0.594273784,33.80800512,35.89061501,0.974961162,0.052132759,0.698948112,10943,3ge
石川県,2010,0.66812933,0.642447419,33.67494226,35.83660508,0.961778291,0.053713181,0.789427038,8660,3ge
福井県,2010,0.676270299,0.603549586,33.59507596,35.68098481,0.970770037,0.052360905,0.659933016,9545,3ge
山梨県,2010,0.520279193,0.512606879,34.02508961,36.55951707,0.957555178,0.061812742,0.810972412,5301,3ge
長野県,2010,0.498893115,0.550009196,34.20270194,36.52545836,0.968496339,0.054463927,0.762693669,17617,3ge
岐阜県,2010,0.458968281,0.43335566,33.66186929,35.94231855,0.963878542,0.055696941,0.755255969,17718,3ge
静岡県,2010,0.453481144,0.262746672,33.67892665,36.03836856,0.967778699,0.058122355,0.783410409,28956,3ge
愛知県,2010,0.436388351,0.362309703,33.6738005,36.16996848,0.95175984,0.050925162,0.87818664,34577,3ge
三重県,2010,0.497657165,0.425462205,33.2187622,35.47666927,0.95695041,0.050870983,0.838128122,10244,3ge
滋賀県,2010,0.447867547,0.321480766,33.57340459,35.8693283,0.956512627,0.050718572,0.828206708,9543,3ge
京都府,2010,0.475672215,0.39489196,34.22535211,36.65685019,0.923175416,0.062126964,0.908359203,7810,3ge
大阪府,2010,0.37157504,0.304277256,33.81869071,36.30057156,0.890342349,0.079738654,0.940936028,16971,3ge
兵庫県,2010,0.443137904,0.278341173,33.72794524,36.06978028,0.942751463,0.065424704,0.906560487,18114,3ge
奈良県,2010,0.379989065,0.34902161,34.09586295,36.44140696,0.934572626,0.074148804,0.878281726,5487,3ge
和歌山県,2010,0.444527363,0.516259892,33.38432836,35.66666667,0.957711443,0.067440475,0.864642139,4020,3ge
鳥取県,2010,0.6756238,0.581167492,33.3697435,35.50462397,0.957599023,0.059032349,0.699363321,5731,3ge
島根県,2010,0.706309643,0.587274742,33.52186298,35.59849024,0.973650477,0.045574635,0.689422323,7021,3ge
岡山県,2010,0.516415604,0.39778816,33.20075319,35.44582851,0.951139436,0.072414482,0.842029872,10356,3ge
広島県,2010,0.525994212,0.393332257,33.27076857,35.63007825,0.944259835,0.053551512,0.905963638,9329,3ge
山口県,2010,0.507096774,0.376257368,33.14946237,35.56021505,0.956989247,0.059344937,0.896064428,4650,3ge
徳島県,2010,0.56555436,0.451329208,33.17115178,35.27556512,0.937136706,0.076273509,0.800100895,4645,3ge
香川県,2010,0.55822948,0.416781796,33.23334766,35.53781693,0.942844865,0.062574374,0.858595742,4654,3ge
愛媛県,2010,0.479974571,0.383179083,32.60182242,34.96143251,0.94214876,0.072600215,0.894148959,4719,3ge
高知県,2010,0.614529575,0.654558426,33.03215562,35.30488289,0.917030568,0.076998565,0.882054277,2519,3ge
福岡県,2010,0.505994168,0.354140731,33.27821579,35.48012744,0.93141808,0.078475629,0.89308019,18518,3ge
佐賀県,2010,0.603334899,0.439209994,33.11496008,35.22569281,0.96665101,0.063259299,0.706613676,8516,3ge
長崎県,2010,0.611306043,0.440678925,33.21767381,35.35087719,0.953476283,0.066411006,0.828833341,7695,3ge
熊本県,2010,0.628726062,0.475731124,32.85470441,34.96919234,0.949958368,0.066777487,0.801833705,12010,3ge
大分県,2010,0.55260181,0.348034159,33.21700603,35.5086727,0.949660633,0.070779011,0.863234961,5304,3ge
宮崎県,2010,0.611996018,0.462383049,32.18168243,34.512444,0.93554007,0.070155017,0.892925332,4018,3ge
鹿児島県,2010,0.518384767,0.354665733,32.33978989,35.01378858,0.926460932,0.068466529,0.944445404,3046,3ge
沖縄県,2010,0.446446054,0.318345119,32.19678872,34.51713335,0.821421578,0.110207948,0.908276252,5107,3ge
